trip_id,stop_id,arrival_time,departure_time,stop_sequence
4845768,247,11:42:00,11:42:00,36
4845768,248,11:43:00,11:43:00,37
4845768,4040,11:44:00,11:44:00,38
4845768,4104,11:46:00,11:46:00,39
4845769,4523,11:20:00,11:20:00,1
4845769,163,11:21:00,11:21:00,2
4845769,165,11:24:00,11:24:00,3
4845769,1411,11:26:00,11:26:00,4
4845769,172,11:29:00,11:29:00,5
4845769,176,11:32:00,11:32:00,6
4845769,180,11:34:00,11:34:00,7
4845769,124,11:38:00,11:38:00,8
4845769,997,11:40:00,11:40:00,9
4845769,4400,11:42:00,11:42:00,10
4845769,131,11:44:00,11:44:00,11
4845769,133,11:47:00,11:47:00,12
4845769,137,11:51:00,11:51:00,13
4845769,142,11:51:00,11:51:00,14
4845769,4649,11:55:00,11:55:00,15
4845769,150,11:59:00,11:59:00,16
4845769,152,12:02:00,12:02:00,17
4845769,154,12:04:00,12:04:00,18
4845769,183,12:06:00,12:06:00,19
4845769,184,12:07:00,12:07:00,20
4845769,89,12:08:00,12:08:00,21
4845769,90,12:09:00,12:09:00,22
4845769,91,12:09:00,12:09:00,23
4845769,92,12:09:00,12:09:00,24
4845769,93,12:10:00,12:10:00,25
4845769,94,12:10:00,12:10:00,26
4845769,95,12:11:00,12:11:00,27
4845769,237,12:11:00,12:11:00,28
4845769,238,12:12:00,12:12:00,29
4845769,4591,12:12:00,12:12:00,30
4845769,240,12:13:00,12:13:00,31
4845769,241,12:14:00,12:14:00,32
4845769,242,12:14:00,12:14:00,33
4845769,244,12:15:00,12:15:00,34
4845769,246,12:16:00,12:16:00,35
4845769,247,12:16:00,12:16:00,36
4845769,248,12:17:00,12:17:00,37
4845769,4040,12:18:00,12:18:00,38
4845769,4104,12:20:00,12:20:00,39
4845770,4523,11:53:00,11:53:00,1
4845770,163,11:54:00,11:54:00,2
4845770,165,11:57:00,11:57:00,3
4845770,1411,11:59:00,11:59:00,4
4845770,172,12:02:00,12:02:00,5
4845770,176,12:05:00,12:05:00,6
4845770,180,12:07:00,12:07:00,7
4845770,124,12:11:00,12:11:00,8
4845770,997,12:13:00,12:13:00,9
4845770,4400,12:15:00,12:15:00,10
4845770,131,12:17:00,12:17:00,11
4845770,133,12:20:00,12:20:00,12
4845770,137,12:24:00,12:24:00,13
4845770,142,12:24:00,12:24:00,14
4845770,4649,12:28:00,12:28:00,15
4845770,150,12:32:00,12:32:00,16
4845770,152,12:35:00,12:35:00,17
4845770,154,12:37:00,12:37:00,18
4845770,183,12:39:00,12:39:00,19
4845770,184,12:40:00,12:40:00,20
4845770,89,12:41:00,12:41:00,21
4845770,90,12:42:00,12:42:00,22
4845770,91,12:42:00,12:42:00,23
4845770,92,12:42:00,12:42:00,24
4845770,93,12:43:00,12:43:00,25
4845770,94,12:43:00,12:43:00,26
4845770,95,12:44:00,12:44:00,27
4845770,237,12:44:00,12:44:00,28
4845770,238,12:45:00,12:45:00,29
4845770,4591,12:45:00,12:45:00,30
4845770,240,12:46:00,12:46:00,31
4845770,241,12:47:00,12:47:00,32
4845770,242,12:47:00,12:47:00,33
4845770,244,12:48:00,12:48:00,34
4845770,246,12:49:00,12:49:00,35
4845770,247,12:49:00,12:49:00,36
4845770,248,12:50:00,12:50:00,37
4845770,4040,12:51:00,12:51:00,38
4845770,4104,12:53:00,12:53:00,39
4845771,4523,12:26:00,12:26:00,1
4845771,163,12:27:00,12:27:00,2
4845771,165,12:30:00,12:30:00,3
4845771,1411,12:32:00,12:32:00,4
4845771,172,12:35:00,12:35:00,5
4845771,176,12:38:00,12:38:00,6
4845771,180,12:40:00,12:40:00,7
4845771,124,12:44:00,12:44:00,8
4845771,997,12:46:00,12:46:00,9
4845771,4400,12:48:00,12:48:00,10
4845771,131,12:50:00,12:50:00,11
4845771,133,12:53:00,12:53:00,12
4845771,137,12:57:00,12:57:00,13
4845771,142,12:57:00,12:57:00,14
4845771,4649,13:01:00,13:01:00,15
4845771,150,13:05:00,13:05:00,16
4845771,152,13:08:00,13:08:00,17
4845771,154,13:10:00,13:10:00,18
4845771,183,13:12:00,13:12:00,19
4845771,184,13:13:00,13:13:00,20
4845771,89,13:14:00,13:14:00,21
4845771,90,13:15:00,13:15:00,22
4845771,91,13:15:00,13:15:00,23
4845771,92,13:15:00,13:15:00,24
4845771,93,13:16:00,13:16:00,25
4845771,94,13:16:00,13:16:00,26
4845771,95,13:17:00,13:17:00,27
4845771,237,13:17:00,13:17:00,28
4845771,238,13:18:00,13:18:00,29
4845771,4591,13:18:00,13:18:00,30
4845771,240,13:19:00,13:19:00,31
4845771,241,13:20:00,13:20:00,32
4845771,242,13:20:00,13:20:00,33
4845771,244,13:21:00,13:21:00,34
4845771,246,13:22:00,13:22:00,35
4845771,247,13:22:00,13:22:00,36
4845771,248,13:23:00,13:23:00,37
4845771,4040,13:24:00,13:24:00,38
4845771,4104,13:26:00,13:26:00,39
4845772,4523,13:00:00,13:00:00,1
4845772,163,13:01:00,13:01:00,2
4845772,165,13:04:00,13:04:00,3
4845772,1411,13:06:00,13:06:00,4
4845772,172,13:09:00,13:09:00,5
4845772,176,13:12:00,13:12:00,6
4845772,180,13:14:00,13:14:00,7
4845772,124,13:18:00,13:18:00,8
4845772,997,13:20:00,13:20:00,9
4845772,4400,13:22:00,13:22:00,10
4845772,131,13:24:00,13:24:00,11
4845772,133,13:27:00,13:27:00,12
4845772,137,13:31:00,13:31:00,13
4845772,142,13:31:00,13:31:00,14
4845772,4649,13:35:00,13:35:00,15
4845772,150,13:39:00,13:39:00,16
4845772,152,13:42:00,13:42:00,17
4845772,154,13:44:00,13:44:00,18
4845772,183,13:46:00,13:46:00,19
4845772,184,13:47:00,13:47:00,20
4845772,89,13:48:00,13:48:00,21
4845772,90,13:49:00,13:49:00,22
4845772,91,13:49:00,13:49:00,23
4845772,92,13:49:00,13:49:00,24
4845772,93,13:50:00,13:50:00,25
4845772,94,13:50:00,13:50:00,26
4845772,95,13:51:00,13:51:00,27
4845772,237,13:51:00,13:51:00,28
4845772,238,13:52:00,13:52:00,29
4845772,4591,13:52:00,13:52:00,30
4845772,240,13:53:00,13:53:00,31
4845772,241,13:54:00,13:54:00,32
4845772,242,13:54:00,13:54:00,33
4845772,244,13:55:00,13:55:00,34
4845772,246,13:56:00,13:56:00,35
4845772,247,13:56:00,13:56:00,36
4845772,248,13:57:00,13:57:00,37
4845772,4040,13:58:00,13:58:00,38
4845772,4104,14:00:00,14:00:00,39
4845773,4523,13:34:00,13:34:00,1
4845773,163,13:35:00,13:35:00,2
4845773,165,13:38:00,13:38:00,3
4845773,1411,13:40:00,13:40:00,4
4845773,172,13:43:00,13:43:00,5
4845773,176,13:46:00,13:46:00,6
4845773,180,13:48:00,13:48:00,7
4845773,124,13:52:00,13:52:00,8
4845773,997,13:54:00,13:54:00,9
4845773,4400,13:56:00,13:56:00,10
4845773,131,13:58:00,13:58:00,11
4845773,133,14:01:00,14:01:00,12
4845773,137,14:05:00,14:05:00,13
4845773,142,14:05:00,14:05:00,14
4845773,4649,14:09:00,14:09:00,15
4845773,150,14:13:00,14:13:00,16
4845773,152,14:16:00,14:16:00,17
4845773,154,14:18:00,14:18:00,18
4845773,183,14:20:00,14:20:00,19
4845773,184,14:21:00,14:21:00,20
4845773,89,14:22:00,14:22:00,21
4845773,90,14:23:00,14:23:00,22
4845773,91,14:23:00,14:23:00,23
4845773,92,14:23:00,14:23:00,24
4845773,93,14:24:00,14:24:00,25
4845773,94,14:24:00,14:24:00,26
4845773,95,14:25:00,14:25:00,27
4845773,237,14:26:00,14:26:00,28
4845773,238,14:26:00,14:26:00,29
4845773,4591,14:27:00,14:27:00,30
4845773,240,14:29:00,14:29:00,31
4845773,241,14:29:00,14:29:00,32
4845773,242,14:30:00,14:30:00,33
4845773,244,14:31:00,14:31:00,34
4845773,246,14:32:00,14:32:00,35
4845773,247,14:32:00,14:32:00,36
4845773,248,14:33:00,14:33:00,37
4845773,4040,14:34:00,14:34:00,38
4845773,4104,14:36:00,14:36:00,39
4845774,4523,14:40:00,14:40:00,1
4845774,163,14:41:00,14:41:00,2
4845774,165,14:44:00,14:44:00,3
4845774,1411,14:47:00,14:47:00,4
4845774,172,14:51:00,14:51:00,5
4845774,176,14:54:00,14:54:00,6
4845774,180,14:56:00,14:56:00,7
4845774,124,15:00:00,15:00:00,8
4845774,997,15:02:00,15:02:00,9
4845774,4400,15:04:00,15:04:00,10
4845774,131,15:06:00,15:06:00,11
4845774,133,15:09:00,15:09:00,12
4845774,137,15:13:00,15:13:00,13
4845774,142,15:13:00,15:13:00,14
4845774,4649,15:17:00,15:17:00,15
4845774,150,15:21:00,15:21:00,16
4845774,152,15:24:00,15:24:00,17
4845774,154,15:26:00,15:26:00,18
4845774,183,15:28:00,15:28:00,19
4845774,184,15:29:00,15:29:00,20
4845774,89,15:30:00,15:30:00,21
4845774,90,15:31:00,15:31:00,22
4845774,91,15:31:00,15:31:00,23
4845774,92,15:31:00,15:31:00,24
4845774,93,15:32:00,15:32:00,25
4845774,94,15:32:00,15:32:00,26
4845774,95,15:33:00,15:33:00,27
4845774,237,15:33:00,15:33:00,28
4845774,238,15:34:00,15:34:00,29
4845774,4591,15:34:00,15:34:00,30
4845774,240,15:35:00,15:35:00,31
4845774,241,15:36:00,15:36:00,32
4845774,242,15:36:00,15:36:00,33
4845774,244,15:37:00,15:37:00,34
4845774,246,15:38:00,15:38:00,35
4845774,247,15:38:00,15:38:00,36
4845774,248,15:39:00,15:39:00,37
4845774,4040,15:40:00,15:40:00,38
4845774,4104,15:42:00,15:42:00,39
4845775,4523,16:15:00,16:15:00,1
4845775,163,16:16:00,16:16:00,2
4845775,165,16:20:00,16:20:00,3
4845775,1411,16:23:00,16:23:00,4
4845775,172,16:27:00,16:27:00,5
4845775,176,16:30:00,16:30:00,6
4845775,180,16:32:00,16:32:00,7
4845775,124,16:36:00,16:36:00,8
4845775,997,16:39:00,16:39:00,9
4845775,4400,16:41:00,16:41:00,10
4845775,131,16:43:00,16:43:00,11
4845775,133,16:46:00,16:46:00,12
4845775,137,16:50:00,16:50:00,13
4845775,142,16:50:00,16:50:00,14
4845775,4649,16:54:00,16:54:00,15
4845775,150,16:59:00,16:59:00,16
4845775,152,17:02:00,17:02:00,17
4845775,154,17:04:00,17:04:00,18
4845775,183,17:06:00,17:06:00,19
4845775,184,17:07:00,17:07:00,20
4845775,89,17:08:00,17:08:00,21
4845775,90,17:09:00,17:09:00,22
4845775,91,17:09:00,17:09:00,23
4845775,92,17:09:00,17:09:00,24
4845775,93,17:10:00,17:10:00,25
4845775,94,17:10:00,17:10:00,26
4845775,95,17:11:00,17:11:00,27
4845775,237,17:11:00,17:11:00,28
4845775,238,17:12:00,17:12:00,29
4845775,4591,17:12:00,17:12:00,30
4845775,240,17:13:00,17:13:00,31
4845775,241,17:13:00,17:13:00,32
4845775,242,17:13:00,17:13:00,33
4845775,244,17:14:00,17:14:00,34
4845775,246,17:15:00,17:15:00,35
4845775,247,17:15:00,17:15:00,36
4845775,248,17:16:00,17:16:00,37
4845775,4040,17:17:00,17:17:00,38
4845775,4104,17:19:00,17:19:00,39
4845776,4523,17:11:00,17:11:00,1
4845776,163,17:12:00,17:12:00,2
4845776,165,17:15:00,17:15:00,3
4845776,1411,17:18:00,17:18:00,4
4845776,172,17:22:00,17:22:00,5
4845776,176,17:25:00,17:25:00,6
4845776,180,17:27:00,17:27:00,7
4845776,124,17:31:00,17:31:00,8
4845776,997,17:33:00,17:33:00,9
4845776,4400,17:35:00,17:35:00,10
4845776,131,17:37:00,17:37:00,11
4845776,133,17:40:00,17:40:00,12
4845776,137,17:44:00,17:44:00,13
4845776,142,17:44:00,17:44:00,14
4845776,4649,17:48:00,17:48:00,15
4845776,150,17:53:00,17:53:00,16
4845776,152,17:56:00,17:56:00,17
4845776,154,17:58:00,17:58:00,18
4845776,183,18:00:00,18:00:00,19
4845776,184,18:01:00,18:01:00,20
4845776,89,18:02:00,18:02:00,21
4845776,90,18:03:00,18:03:00,22
4845776,91,18:03:00,18:03:00,23
4845776,92,18:03:00,18:03:00,24
4845776,93,18:04:00,18:04:00,25
4845776,94,18:04:00,18:04:00,26
4845776,95,18:05:00,18:05:00,27
4845776,237,18:05:00,18:05:00,28
4845776,238,18:06:00,18:06:00,29
4845776,4591,18:06:00,18:06:00,30
4845776,240,18:07:00,18:07:00,31
4845776,241,18:07:00,18:07:00,32
4845776,242,18:07:00,18:07:00,33
4845776,244,18:08:00,18:08:00,34
4845776,246,18:09:00,18:09:00,35
4845776,247,18:09:00,18:09:00,36
4845776,248,18:10:00,18:10:00,37
4845776,4040,18:11:00,18:11:00,38
4845776,4104,18:13:00,18:13:00,39
4845777,4523,17:47:00,17:47:00,1
4845777,163,17:48:00,17:48:00,2
4845777,165,17:51:00,17:51:00,3
4845777,1411,17:54:00,17:54:00,4
4845777,172,17:58:00,17:58:00,5
4845777,176,18:00:00,18:00:00,6
4845777,180,18:03:00,18:03:00,7
4845777,124,18:06:00,18:06:00,8
4845777,997,18:08:00,18:08:00,9
4845777,4400,18:10:00,18:10:00,10
4845777,131,18:12:00,18:12:00,11
4845777,133,18:15:00,18:15:00,12
4845777,137,18:19:00,18:19:00,13
4845777,142,18:19:00,18:19:00,14
4845777,4649,18:23:00,18:23:00,15
4845777,150,18:28:00,18:28:00,16
4845777,152,18:31:00,18:31:00,17
4845777,154,18:33:00,18:33:00,18
4845777,183,18:35:00,18:35:00,19
4845777,184,18:36:00,18:36:00,20
4845777,89,18:37:00,18:37:00,21
4845777,90,18:38:00,18:38:00,22
4845777,91,18:38:00,18:38:00,23
4845777,92,18:38:00,18:38:00,24
4845777,93,18:39:00,18:39:00,25
4845777,94,18:39:00,18:39:00,26
4845777,95,18:40:00,18:40:00,27
4845777,237,18:40:00,18:40:00,28
4845777,238,18:41:00,18:41:00,29
4845777,4591,18:41:00,18:41:00,30
4845777,240,18:42:00,18:42:00,31
4845777,241,18:42:00,18:42:00,32
4845777,242,18:42:00,18:42:00,33
4845777,244,18:43:00,18:43:00,34
4845777,246,18:44:00,18:44:00,35
4845777,247,18:44:00,18:44:00,36
4845777,248,18:45:00,18:45:00,37
4845777,4040,18:46:00,18:46:00,38
4845777,4104,18:48:00,18:48:00,39
4845778,4523,15:10:00,15:10:00,1
4845778,163,15:11:00,15:11:00,2
4845778,165,15:14:00,15:14:00,3
4845778,1411,15:17:00,15:17:00,4
4845778,172,15:21:00,15:21:00,5
4845778,176,15:24:00,15:24:00,6
4845778,180,15:26:00,15:26:00,7
4845778,124,15:30:00,15:30:00,8
4845778,997,15:32:00,15:32:00,9
4845778,4400,15:34:00,15:34:00,10
4845778,131,15:36:00,15:36:00,11
4845778,133,15:39:00,15:39:00,12
4845778,137,15:43:00,15:43:00,13
4845778,142,15:43:00,15:43:00,14
4845778,4649,15:47:00,15:47:00,15
4845778,150,15:51:00,15:51:00,16
4845778,152,15:54:00,15:54:00,17
4845778,154,15:56:00,15:56:00,18
4845778,183,15:58:00,15:58:00,19
4845778,184,15:59:00,15:59:00,20
4845778,89,16:00:00,16:00:00,21
4845778,90,16:01:00,16:01:00,22
4845778,91,16:01:00,16:01:00,23
4845778,92,16:01:00,16:01:00,24
4845778,93,16:02:00,16:02:00,25
4845778,94,16:02:00,16:02:00,26
4845778,95,16:03:00,16:03:00,27
4845778,237,16:03:00,16:03:00,28
4845778,238,16:04:00,16:04:00,29
4845778,4591,16:04:00,16:04:00,30
4845778,240,16:05:00,16:05:00,31
4845778,241,16:06:00,16:06:00,32
4845778,242,16:06:00,16:06:00,33
4845778,244,16:07:00,16:07:00,34
4845778,246,16:08:00,16:08:00,35
4845778,247,16:08:00,16:08:00,36
4845778,248,16:09:00,16:09:00,37
4845778,4040,16:10:00,16:10:00,38
4845778,4104,16:12:00,16:12:00,39
4845779,4523,15:42:00,15:42:00,1
4845779,163,15:43:00,15:43:00,2
4845779,165,15:47:00,15:47:00,3
4845779,1411,15:50:00,15:50:00,4
4845779,172,15:54:00,15:54:00,5
4845779,176,15:57:00,15:57:00,6
4845779,180,15:59:00,15:59:00,7
4845779,124,16:03:00,16:03:00,8
4845779,997,16:05:00,16:05:00,9
4845779,4400,16:07:00,16:07:00,10
4845779,131,16:09:00,16:09:00,11
4845779,133,16:12:00,16:12:00,12
4845779,137,16:16:00,16:16:00,13
4845779,142,16:16:00,16:16:00,14
4845779,4649,16:20:00,16:20:00,15
4845779,150,16:25:00,16:25:00,16
4845779,152,16:28:00,16:28:00,17
4845779,154,16:30:00,16:30:00,18
4845779,183,16:32:00,16:32:00,19
4845779,184,16:33:00,16:33:00,20
4845779,89,16:34:00,16:34:00,21
4845779,90,16:35:00,16:35:00,22
4845779,91,16:35:00,16:35:00,23
4845779,92,16:35:00,16:35:00,24
4845779,93,16:36:00,16:36:00,25
4845779,94,16:36:00,16:36:00,26
4845779,95,16:37:00,16:37:00,27
4845779,237,16:37:00,16:37:00,28
4845779,238,16:38:00,16:38:00,29
4845779,4591,16:38:00,16:38:00,30
4845779,240,16:39:00,16:39:00,31
4845779,241,16:40:00,16:40:00,32
4845779,242,16:40:00,16:40:00,33
4845779,244,16:41:00,16:41:00,34
4845779,246,16:42:00,16:42:00,35
4845779,247,16:42:00,16:42:00,36
4845779,248,16:43:00,16:43:00,37
4845779,4040,16:44:00,16:44:00,38
4845779,4104,16:46:00,16:46:00,39
4845780,4523,9:10:00,9:10:00,1
4845780,163,9:11:00,9:11:00,2
4845780,165,9:14:00,9:14:00,3
4845780,1411,9:16:00,9:16:00,4
4845780,172,9:19:00,9:19:00,5
4845780,176,9:22:00,9:22:00,6
4845780,180,9:24:00,9:24:00,7
4845780,124,9:28:00,9:28:00,8
4845780,997,9:30:00,9:30:00,9
4845780,4400,9:32:00,9:32:00,10
4845780,131,9:34:00,9:34:00,11
4845780,133,9:37:00,9:37:00,12
4845780,137,9:41:00,9:41:00,13
4845780,142,9:41:00,9:41:00,14
4845780,4649,9:44:00,9:44:00,15
4845780,150,9:49:00,9:49:00,16
4845780,152,9:51:00,9:51:00,17
4845780,154,9:53:00,9:53:00,18
4845780,183,9:55:00,9:55:00,19
4845780,184,9:56:00,9:56:00,20
4845780,89,9:57:00,9:57:00,21
4845780,90,9:58:00,9:58:00,22
4845780,91,9:58:00,9:58:00,23
4845780,92,9:58:00,9:58:00,24
4845780,93,9:59:00,9:59:00,25
4845780,94,9:59:00,9:59:00,26
4845780,95,10:00:00,10:00:00,27
4845780,237,10:00:00,10:00:00,28
4845780,238,10:01:00,10:01:00,29
4845780,4591,10:01:00,10:01:00,30
4845780,240,10:02:00,10:02:00,31
4845780,241,10:03:00,10:03:00,32
4845780,242,10:03:00,10:03:00,33
4845780,244,10:04:00,10:04:00,34
4845780,246,10:05:00,10:05:00,35
4845780,247,10:05:00,10:05:00,36
4845780,248,10:06:00,10:06:00,37
4845780,4040,10:07:00,10:07:00,38
4845780,4104,10:09:00,10:09:00,39
4845781,4523,7:02:00,7:02:00,1
4845781,163,7:03:00,7:03:00,2
4845781,165,7:06:00,7:06:00,3
4845781,1411,7:09:00,7:09:00,4
4845781,172,7:13:00,7:13:00,5
4845781,176,7:16:00,7:16:00,6
4845781,180,7:18:00,7:18:00,7
4845781,124,7:22:00,7:22:00,8
4845781,997,7:24:00,7:24:00,9
4845781,4400,7:26:00,7:26:00,10
4845781,131,7:28:00,7:28:00,11
4845781,133,7:31:00,7:31:00,12
4845781,137,7:35:00,7:35:00,13
4845781,142,7:35:00,7:35:00,14
4845781,4649,7:38:00,7:38:00,15
4845781,150,7:43:00,7:43:00,16
4845781,152,7:45:00,7:45:00,17
4845781,154,7:47:00,7:47:00,18
4845781,183,7:49:00,7:49:00,19
4845781,184,7:49:00,7:49:00,20
4845781,89,7:50:00,7:50:00,21
4845781,90,7:51:00,7:51:00,22
4845781,91,7:51:00,7:51:00,23
4845781,92,7:52:00,7:52:00,24
4845781,93,7:52:00,7:52:00,25
4845781,94,7:52:00,7:52:00,26
4845781,95,7:53:00,7:53:00,27
4845781,237,7:53:00,7:53:00,28
4845781,238,7:54:00,7:54:00,29
4845781,4591,7:54:00,7:54:00,30
4845781,240,7:55:00,7:55:00,31
4845781,241,7:56:00,7:56:00,32
4845781,242,7:56:00,7:56:00,33
4845781,244,7:57:00,7:57:00,34
4845781,246,7:58:00,7:58:00,35
4845781,247,7:58:00,7:58:00,36
4845781,248,7:59:00,7:59:00,37
4845781,4040,8:00:00,8:00:00,38
4845781,4104,8:02:00,8:02:00,39
4845782,4523,8:14:00,8:14:00,1
4845782,163,8:15:00,8:15:00,2
4845782,165,8:18:00,8:18:00,3
4845782,1411,8:21:00,8:21:00,4
4845782,172,8:24:00,8:24:00,5
4845782,176,8:27:00,8:27:00,6
4845782,180,8:29:00,8:29:00,7
4845782,124,8:33:00,8:33:00,8
4845782,997,8:35:00,8:35:00,9
4845782,4400,8:37:00,8:37:00,10
4845782,131,8:39:00,8:39:00,11
4845782,133,8:42:00,8:42:00,12
4845782,137,8:46:00,8:46:00,13
4845782,142,8:46:00,8:46:00,14
4845782,4649,8:49:00,8:49:00,15
4845782,150,8:54:00,8:54:00,16
4845782,152,8:56:00,8:56:00,17
4845782,154,8:58:00,8:58:00,18
4845782,183,9:00:00,9:00:00,19
4845782,184,9:01:00,9:01:00,20
4845782,89,9:02:00,9:02:00,21
4845782,90,9:03:00,9:03:00,22
4845782,91,9:03:00,9:03:00,23
4845782,92,9:03:00,9:03:00,24
4845782,93,9:04:00,9:04:00,25
4845782,94,9:04:00,9:04:00,26
4845782,95,9:05:00,9:05:00,27
4845782,237,9:05:00,9:05:00,28
4845782,238,9:06:00,9:06:00,29
4845782,4591,9:06:00,9:06:00,30
4845782,240,9:07:00,9:07:00,31
4845782,241,9:08:00,9:08:00,32
4845782,242,9:08:00,9:08:00,33
4845782,244,9:09:00,9:09:00,34
4845782,246,9:10:00,9:10:00,35
4845782,247,9:10:00,9:10:00,36
4845782,248,9:11:00,9:11:00,37
4845782,4040,9:12:00,9:12:00,38
4845782,4104,9:14:00,9:14:00,39
4845783,4104,7:36:00,7:36:00,1
4845783,3084,7:36:00,7:36:00,2
4845783,3085,7:37:00,7:37:00,3
4845783,218,7:37:00,7:37:00,4
4845783,219,7:38:00,7:38:00,5
4845783,220,7:39:00,7:39:00,6
4845783,222,7:40:00,7:40:00,7
4845783,224,7:42:00,7:42:00,8
4845783,226,7:44:00,7:44:00,9
4845783,227,7:44:00,7:44:00,10
4845783,228,7:45:00,7:45:00,11
4845783,229,7:45:00,7:45:00,12
4845783,230,7:46:00,7:46:00,13
4845783,231,7:48:00,7:48:00,14
4845783,4542,7:49:00,7:49:00,15
4845783,4543,7:51:00,7:51:00,16
4845783,4544,7:52:00,7:52:00,17
4845783,4016,7:52:00,7:52:00,18
4845783,4018,7:53:00,7:53:00,19
4845783,18,7:54:00,7:54:00,20
4845783,19,7:55:00,7:55:00,21
4845783,20,7:56:00,7:56:00,22
4845783,24,8:00:00,8:00:00,23
4845783,27,8:02:00,8:02:00,24
4845783,34,8:10:00,8:10:00,25
4845783,38,8:10:00,8:10:00,26
